,country,startdate,enddate,duration,etype,escalation,target,npart,ndeath,locnum,issue,issuenote,riot,target cat,crime rate
152,Haiti,21-Mar-01,21-Mar-01,1,2,0,Aristide opponent Gerard Gourgue,-99,0,1,10,Aristide supporters held a demonstration.,0,2.0,10.0
153,Haiti,20-Mar-01,20-Mar-01,1,9,0,Aristide opponents,-99,1,-99,10,"Pro-Aristide militants attacked Aristide opponents, killing one.",1,2.0,10.0
154,Haiti,23-Mar-01,23-Mar-01,1,2,0,Aristide opponents,-99,0,3,10,"Pro-Aristide militants set tires on fire and blocked access to Leogane, demanding that opposition leader Gourgue be arrested.",0,2.0,10.0
155,Haiti,21-May-01,21-May-01,1,9,0,Aristide opponents,-99,0,3,10,"There was a shootout at a meeting of Haitian opposition leaders; Aristide supporters arrived at the meeting and somehow shooting began, leaving three of the president's supporters injured.",1,2.0,10.0
156,Haiti,28-Jul-01,28-Jul-01,1,3,0,Aristide opponents,-99,0,1,10,Groups of young sympathizers of Aristide's ruling Lavalas party set tires ablaze and blocked streets.,1,2.0,10.0
157,Haiti,5-Oct-03,5-Oct-03,1,2,0,Aristide opponents,4,0,2,10,"About 1,000 Aristide supporters held a demonstration.",0,2.0,10.0
158,Haiti,11-Jan-04,11-Jan-04,1,2,9,Aristide supporter,-99,1,3,10,An Aristide supporter was shot and killed during rival pro and anti-government demonstrations.,1,2.0,10.0
159,Haiti,14-Dec-95,14-Dec-95,1,4,0,Aristide supporters,-99,0,1,1,Supporters calling for President Aristide to remain in power were hit with stones.,1,2.0,10.0
160,Haiti,2-Jul-00,2-Jul-00,1,9,0,Aristide supporters,-99,2,3,1,Opposition supporters demanding a new vote killed two Aristide supporters with machetes and three houses were burned down.,1,2.0,10.0
161,Haiti,1-Mar-04,1-Mar-04,1,4,0,Aristide's home,-99,0,2,10,Aristide's home was looted and trashed.,1,2.0,10.0
162,Mexico,28-Jul-04,28-Jul-04,1,2,4,Cancun government,-99,0,2,10,Violent protests occur as an ex-Mayor and his supporters demand that the mayor be reinstated.  Police use tear gas.,1,2.0,359.577167974
163,Cuba,24-Jan-14,24-Jan-14,1,2,0,Central Government,-99,-99,1,2,Goods were seized from vendors by state inspectors and fined and stripped of business licenses.,0,2.0,4.48342245989
164,Cuba,10-Dec-14,10-Dec-14,1,2,0,Central Government,2,0,1,10,Ladies in White were protesting the central government for imprisoning dissidents and were met by pro-government protesters on Human Rights Day. ,0,2.0,4.48342245989
165,Cuba,9-Aug-15,10-Aug-15,2,1,0,Central Government,-99,-99,1,8,Ladies in White and others protested against the normalized relations between Cuba and the United States.  ,0,2.0,4.48342245989
166,Cuba,20-Sep-15,20-Sep-15,1,1,0,Central Government,3,-99,1,10,Protesters were rioting for democratic processes.,0,2.0,4.48342245989
167,Cuba,21-Sep-15,21-Sep-15,1,1,0,Central Government,1,0,1,10,Protestor was trying to get close to Pope Francis to complain about the Communist regime. ,0,2.0,4.48342245989
168,Haiti,1-Jan-14,1-Feb-14,32,2,4,Central Government,-99,-99,1,12,Unknown protesters demonstrated against the government since the end of 2013 calling for the resignation of President Michael Martelly and better living conditions. ,1,2.0,10.0
169,Haiti,26-Apr-14,26-Apr-14,1,2,0,Central Government,4,0,2,1,Protesters were calling for overdue elections ,0,2.0,10.0
170,Haiti,28-Apr-14,28-Apr-14,1,3,0,Central Government,-99,0,1,1,Protesters were calling for overdue elections.,1,2.0,10.0
171,Haiti,1-May-14,1-May-14,1,2,0,Central Government,4,0,1,1,Protesters were calling for elections that are overdue for three years and they were criticizing Martelly,0,2.0,10.0
172,Haiti,19-Nov-14,19-Nov-14,1,2,4,Central Government,4,-99,1,1,Pro- and anti-government protesters battled each other over three-year-delayed elections. ,1,2.0,10.0
173,Haiti,25-Nov-14,25-Nov-14,1,2,0,Central Government,4,0,1,1,Protesters were demonstrating for the president's resignation and delayed elections.,0,2.0,10.0
174,Haiti,13-Dec-14,13-Dec-14,1,4,0,Central Government,3,1,1,1,Youthful protesters were demonstrating against the government.,1,2.0,10.0
175,Haiti,16-Dec-14,16-Dec-14,1,2,0,Central Government,-99,-99,7,1,Protesters around the island were demonstrating for unidentified reasons on the day of Vice-President Lamothe's resignation. ,0,2.0,10.0
176,Haiti,2-Feb-15,3-Feb-15,2,5,0,Central Government,-99,0,1,12,Public transpiration workers were striking against the cost of gasoline deemed too high in light of low fares.  ,0,2.0,10.0
177,Haiti,2-Feb-15,2-Feb-15,1,4,0,Central Government,-99,0,1,12,"Protesters were rioting against the price of oil, which was dropped slightly in response, but Unions (who do not appear to have organized the demonstrations) deemed it to small a drop. ",1,2.0,10.0
178,Haiti,7-Feb-15,7-Feb-15,1,2,0,Central Government,4,0,1,12,"6,000 protesters were rioting against high fuel costs and living costs. ",0,2.0,10.0
179,Haiti,9-Feb-15,9-Feb-15,1,5,4,Central Government,-99,0,1,12,a transportation strike evolved into a spontaneous violent riot in which protesters clashed with police over fuel costs.  ,1,2.0,10.0
180,Haiti,7-Nov-15,7-Nov-15,1,4,0,Central Government,3,0,1,1,"People were demonstrating against the recent elections, calling them fraudulent. ",1,2.0,10.0
181,Haiti,11-Nov-15,11-Nov-15,1,2,0,Central Government,4,0,1,1,People were calling the recent elections fixed. ,0,2.0,10.0
182,Haiti,20-Nov-15,20-Nov-15,1,2,9,Central Government,-99,1,1,1,"People were protesting the elections when the demonstration became a violent anti-government demonstration, killing one and wounding one. ",1,2.0,10.0
183,Haiti,24-Nov-15,24-Nov-15,1,2,4,Central Government,-99,0,1,1,People were protesting the elections. ,1,2.0,10.0
184,Haiti,10-Dec-15,10-Dec-15,1,1,0,Central Government,-99,0,1,1,These groups were calling for new and fair elections to be held. ,0,2.0,10.0
185,Haiti,16-Dec-15,16-Dec-15,1,2,0,Central Government,4,0,1,1,Protesters were demonstrating against what they perceived to be fraudulent elections. ,0,2.0,10.0
186,Haiti,19-Dec-15,19-Dec-15,1,4,0,Central Government,-99,1,7,1,Protesters were demonstrating against perceived fraudulent elections. ,1,2.0,10.0
187,Haiti,19-Dec-15,19-Dec-15,1,4,0,Central Government,-99,1,7,1,Protesters were demonstrating against perceived fraudulent elections. ,1,2.0,10.0
188,Jamaica,1-May-14,1-May-14,1,2,0,Central Government,-99,0,1,12,Protesters wore black in protest of the government planning a tax when people withdraw from their banks. ,0,2.0,102.176604027
189,Trinidad-and-Tobago,23-Mar-15,23-Mar-15,1,1,0,Central Government,-99,0,7,2,Police were demanding higher wages. ,0,2.0,139.54071342
190,Mexico,26-Mar-15,26-Mar-15,1,2,0,Central Government,3,0,1,1,The parents of the 43 missing students called for the delay of the June 7th elections. ,0,2.0,359.577167974
191,Mexico,8-Dec-15,8-Dec-15,1,4,0,Central Government,4,1,2,7,Radical teachers were protesting the exams they are required to take. ,1,2.0,359.577167974
192,Guatemala,19-May-14,19-May-14,1,2,0,Central Government,2,0,1,9,Indigenous peoples were protesting the decision to deny that genocide occurred. ,0,2.0,40.1652129192
193,Guatemala,5-Sep-15,5-Sep-15,1,2,0,Central Government,3,0,1,1,Protesters were demonstrating against the elections that they perceived to be illegal.  ,0,2.0,40.1652129192
194,Guatemala,7-Sep-15,7-Sep-15,1,2,0,Central Government,2,0,1,1,"Protesters were demonstrating against the elections that they perceived to be illegal, but there was a marked difference in participation on election day versus the weekend before. ",0,2.0,40.1652129192
195,Honduras,13-May-14,13-May-14,1,1,0,Central Government,-99,0,1,1,"Members of the Libre party were allowed in the parliamentary building to protest elections for judicial authorities and the shooting attack of Rafael Barahona, but were run out by the police who were using tear gas. ",0,2.0,153.382232741
196,Nicaragua,8-Jul-15,8-Jul-15,1,2,0,Central Government,-99,0,1,1,"Protesters were attending their weekly protest demanding fair elections when police began beating protesters and detaining them, destroying the lens of a journalist's camera. ",0,2.0,400.3472736
197,Panama,22-Dec-14,22-Dec-14,1,2,0,Central Government,3,0,6,3,Protesters blocked the highway between Managua and the Panama Canal expansion location because they feared environmental degradation and inadequate compensation for land. ,0,2.0,171.178650656
198,Panama,6-Apr-15,6-Apr-15,1,5,0,Central Government,-99,0,1,2,Bus drivers were protesting that some workers had not received severance pay when replaced by private bus workers. ,0,2.0,171.178650656
199,Mexico,1-Jun-15,7-Jun-15,7,4,6,Central government,-99,0,6,1,"Teachers were protesting the upcoming 7-Jun-15 elections and other unspecified reasons related to teacher requirement reforms. There was also mention that the teachers were protesting in relation to the 43 missing students from 26-Sep-14, but reports don't indicate any direct connection between the events. ",1,2.0,359.577167974
200,Mexico,7-Jun-15,7-Jun-15,1,4,0,Central government,-99,0,6,1,Teachers were trying to block the midterm elections. ,1,2.0,359.577167974
201,Mexico,7-Jun-15,7-Jun-15,1,4,0,Central government,-99,0,6,1,Teachers were trying to block the midterm elections. ,1,2.0,359.577167974
202,Mexico,2-Oct-15,2-Oct-15,1,4,0,Central government,4,0,4,7,"Protesters were remembering the 47th anniversary of a student massacre in which students wanted an end to repression and civil society groups. The government claims 40 students died in 1968, but this is a contested number. ",1,2.0,359.577167974
203,Mexico,2-Oct-15,2-Oct-15,1,4,0,Central government,4,0,4,7,"Protesters were remembering the 47th anniversary of a student massacre in which students wanted an end to repression and civil society groups. The government claims 40 students died in 1968, but this is a contested number. ",1,2.0,359.577167974
204,Mexico,8-Feb-94,10-Feb-94,3,2,0,Chiapas government,3,0,5,10,Indigenous peasants accuse city hall of corruption and block the main road leading into town.,0,2.0,359.577167974
205,Mexico,8-Feb-94,10-Feb-94,3,2,0,Chiapas government,3,0,5,10,Indigenous peasants accuse city hall of corruption and block the main road leading into town.,0,2.0,359.577167974
206,Mexico,8-Feb-94,10-Feb-94,3,2,0,Chiapas government,3,0,5,10,Indigenous peasants accuse city hall of corruption and block the main road leading into town.,0,2.0,359.577167974
207,Mexico,8-Feb-94,10-Feb-94,3,2,0,Chiapas government,3,0,5,10,Indigenous peasants accuse city hall of corruption and block the main road leading into town.,0,2.0,359.577167974
208,Mexico,8-Feb-94,10-Feb-94,3,2,0,Chiapas government,3,0,5,10,Indigenous peasants accuse city hall of corruption and block the main road leading into town.,0,2.0,359.577167974
209,Mexico,8-Dec-94,9-Dec-94,2,2,0,Chiapas state government,4,0,4,1,"3000 Indian peasants protest the inauguration of a PRI governor in their state.  They then inaugurate their own governor, representing the PRD.",0,2.0,359.577167974
210,Mexico,8-Dec-94,9-Dec-94,2,2,0,Chiapas state government,4,0,4,1,"3000 Indian peasants protest the inauguration of a PRI governor in their state.  They then inaugurate their own governor, representing the PRD.",0,2.0,359.577167974
211,Mexico,11-Jan-95,11-Jan-95,1,2,4,Chiapas state government,-99,7,5,1,"Violent protests erupt as peasants demand that the PRD candidate for governor, who lost an election, be installed into that office.",1,2.0,359.577167974
212,Mexico,11-Jan-95,11-Jan-95,1,2,4,Chiapas state government,-99,7,5,1,"Violent protests erupt as peasants demand that the PRD candidate for governor, who lost an election, be installed into that office.",1,2.0,359.577167974
213,Guatemala,23-Apr-00,27-Apr-00,5,2,4,City government,3,4,1,12,"Violent protests occur.  Students protest against high bus fares.  Police use tear gas and water cannons, and a private security guard shoots a press photographer.  3 others die during the unrest.",1,2.0,40.1652129192
214,Cuba,9-Jul-90,26-Jul-90,18,2,4,Czechoslovak/Italian/Spanish/Swiss governments,2,0,1,10,"Asylum-seekers sought refuge in Czechoslovak, Spanish, Swiss & Italian embassies. 7 Cubans took hostages at Czechoslovak embassy. One arrested at Spanish embassy.",1,2.0,4.48342245989
215,Mexico,27-May-99,27-May-99,1,1,0,Federal government,-99,0,2,2,Farmers protest to demand government aid during a drought.,0,2.0,359.577167974
216,Mexico,20-Nov-07,20-Nov-07,1,4,0,Federal government,2,0,1,9,Dozens of leftist protesters seize control of a Cathedral to demand that the government increase security in Mexico City.,1,2.0,359.577167974
217,Cuba,1-Jul-93,1-Jul-93,1,4,0,Government,3,0,3,10,Cojimar residents hurled stones and shouted anti-government slogans to protest shooting of refugees.,1,2.0,4.48342245989
218,Cuba,15-Aug-93,15-Aug-93,1,4,0,Government,-99,0,1,3,Citizens have stoned state stores and attempted to set fires during prolonged power blackouts.,1,2.0,4.48342245989
219,Cuba,15-Sep-93,15-Sep-93,1,2,0,Government,-99,0,3,10,Citizens demonstrated the killings of Cubans trying to flee the country.,0,2.0,4.48342245989
220,Cuba,14-Oct-93,15-Oct-93,2,2,0,Government,2,0,-99,10,Demonstrations against government broke out at funeral of citizen killed escaping Cuba and the following day.,0,2.0,4.48342245989
221,Cuba,15-May-94,15-May-94,1,8,0,Government,-99,0,-99,10,Group claims to have infiltrated Cuban military base.,1,2.0,4.48342245989
222,Cuba,5-Aug-94,5-Aug-94,1,4,0,Government,5,1,1,10,"Demonstrators rioted, clashed with government supporters after boat hijackings by people attempting to flee, stores and hotels attacked, policeman killed.",1,2.0,4.48342245989
223,Cuba,8-Aug-94,8-Aug-94,1,8,0,Government,2,1,3,10,"Citizens hijacked a navy boat to flee to U.S., 4 sailors forced off boat and 1 killed in process.",1,2.0,4.48342245989
224,Cuba,15-Jul-95,15-Jul-95,1,1,0,Government,-99,0,1,10,"Exiles flew over Havana distributing leaflets criticizing Castro, urging peaceful protests against regime.",0,2.0,4.48342245989
225,Cuba,9-Jan-96,9-Jan-96,1,1,0,Government,-99,0,1,10,"Exiles flew over Havana distributing leaflets criticizing Castro, urging peaceful protests against regime.",0,2.0,4.48342245989
226,Cuba,13-Jan-96,13-Jan-96,1,1,0,Government,-99,0,1,10,"Exiles flew over Havana distributing leaflets criticizing Castro, urging peaceful protests against regime.",0,2.0,4.48342245989
227,Cuba,9-Oct-97,7-Feb-98,122,1,0,Government,1,0,2,10,Members of human rights group on hunger strike to protest prosecution of one of party's leaders.,0,2.0,4.48342245989
228,Cuba,15-Aug-98,15-Aug-98,1,2,0,Government,2,0,1,10,Dissidents protested at sentencing of fellow dissident Reinaldo Alfaro Garcia for providing false information critical of Cuba.,0,2.0,4.48342245989
229,Cuba,27-Nov-98,27-Nov-98,1,2,4,Government,-99,0,1,10,"Dissidents protesting trial of journalist were confronted by government supporters, leading to disturbance between the 2 groups.",1,2.0,4.48342245989
230,Cuba,10-Dec-98,10-Dec-98,1,1,0,Government,-99,0,1,10,Relatives of jailed dissidents held press conference demanding that political prisoners be released and to mark 50th anniversary of UDHR.,0,2.0,4.48342245989
231,Cuba,24-Jan-98,24-Jan-98,1,1,0,Government,2,0,6,10,About 40 members of the Cuban exile group The Democracy Movement protested on the edge of Cuban water; they held a prayer ceremony for Cuban political prisoners and dropped flowers before turning around.,0,2.0,4.48342245989
232,Cuba,5-Jul-98,6-Jul-98,2,1,0,Government,-99,0,6,10,"In a protest aimed at the United States as well as Fidel Castro's government, a raft was launched by the Democracy Movement containing food, soap and other supplies about 100 miles from Cuba's coast and entered Cuban waters the next day.",0,2.0,4.48342245989
233,Cuba,15-Aug-98,15-Aug-98,1,2,0,Government,2,0,1,10,Protesters yelled 'Down with the government'' and ''Down with Castro'' outside a court where another dissident was being sentenced.,0,2.0,4.48342245989
234,Cuba,27-Nov-98,27-Nov-98,1,1,4,Government,2,0,1,10,About a dozen dissidents protested the trial of an independent journalist.,1,2.0,4.48342245989
235,Cuba,10-Dec-98,10-Dec-98,1,2,4,Government,1,0,1,10,A protester shouting human rights slogans was attacked by Communist Party activists.,1,2.0,4.48342245989
236,Cuba,24-Feb-99,24-Feb-99,1,1,0,Government,-99,0,1,10,The group Brothers to the Rescue dropped anti-Castro leaflets over Havana from an unmanned balloon with a remote-controlled trap door; the leaflets were quickly collected by police.,0,2.0,4.48342245989
237,Cuba,7-Jun-99,16-Jul-99,40,1,0,Government,2,0,1,10,About 25 Cuban dissidents of various groups staged a 40-day hunger strike to demand freedom of expression and the release of prisoners.,0,2.0,4.48342245989
238,Cuba,4-Dec-99,4-Dec-99,1,1,0,Government,2,0,1,10,"14 opponents of Castro's government marched to draw attention to Cuba's political prisoners, as well as their demands for rights such as freedom of expression, assembly and association.",0,2.0,4.48342245989
239,Cuba,1-Jan-00,1-Jan-00,1,1,0,Government,1,0,1,10,"A pilot dropped 50,000 anti-communism pamphlets on Havana; the pamphlets called on Cubans to launch a general strike against the communist government and to seize radio and television stations.",0,2.0,4.48342245989
